fecha_inicio_viaje,CANTIDAD_VIAJES,LLOVIO,TEMP,DURACION_PROMEDIO_MINUTOS
2019-01-01,796,0,28.75,18.529752931323276
2019-01-02,2720,0,28.0,16.28174019607841
2019-01-03,4983,0,23.0,16.487681450264283
2019-01-04,5739,0,25.5,16.574812685136816
2019-01-05,3679,0,27.5,16.84021473226423
2019-01-06,2508,1,27.5,16.60625996810205
2019-01-07,5083,0,26.0,16.193796314512444
2019-01-08,5181,0,28.75,16.75930322331596
2019-01-09,4970,0,28.5,16.53132461435279
2019-01-10,5545,0,22.5,16.114827171626025
2019-01-11,6056,0,21.25,16.43195728753852
2019-01-12,3869,0,24.75,16.82886189368487
2019-01-13,2806,0,24.25,17.159942979330005
2019-01-14,5694,0,25.25,16.901785505210114
2019-01-15,2878,1,23.75,15.899183460736614
2019-01-16,4990,0,25.25,17.212358049432186
2019-01-17,5193,0,23.25,16.77840362025809
2019-01-18,4222,1,21.0,16.978730459497903
2019-01-19,2713,0,22.5,17.44421919154684
2019-01-20,2019,0,23.75,18.182994881954762
2019-01-21,4820,0,26.25,16.888181189488282
2019-01-22,4921,0,29.0,17.248760414549945
2019-01-23,4903,0,26.5,16.857509008090354
2019-01-24,5174,0,27.25,17.334628269552855
2019-01-25,3492,1,24.5,16.534254486445214
2019-01-26,3026,0,27.75,17.061560916501442
2019-01-27,2057,0,27.5,17.359115216334477
2019-01-28,4088,0,30.75,16.47848173515983
2019-01-29,3684,1,31.75,16.427221317408645
2019-01-30,4046,0,28.25,17.18702010215853
2019-01-31,4058,0,26.5,17.795597174305897
2019-02-01,4543,0,29.25,16.854277643260662
2019-02-02,3059,0,25.25,17.702931241146395
2019-02-03,2152,0,22.0,17.735749690210604
2019-02-04,4466,0,22.75,16.993383340797056
2019-02-05,4800,0,24.25,17.335510416666622
2019-02-06,4711,0,26.0,17.66450505908157
2019-02-07,4474,0,27.75,17.453393682014596
2019-02-08,4152,0,28.75,17.429913294797668
2019-02-09,2747,0,30.5,17.368207741778907
2019-02-10,2366,0,30.5,17.272823330515653
2019-02-11,3510,1,25.25,17.55361348528012
2019-02-12,4076,0,20.5,17.26194389924758
2019-02-13,4036,0,21.25,17.349351668318434
2019-02-14,3013,1,22.0,17.753678504259277
2019-02-15,3990,0,24.25,17.462631578947377
2019-02-16,2425,0,25.5,17.85351202749141
2019-02-17,1958,0,26.75,17.654153898535903
2019-02-18,3661,0,28.0,16.86700810343253
2019-02-19,3698,0,31.0,16.950455201009582
2019-02-20,3486,0,32.0,16.711445783132557
2019-02-21,2284,0,29.75,16.547745183887937
2019-02-22,266,1,28.5,16.200375939849618
2019-02-25,1429,0,21.0,30.06874271052019
2019-02-26,2483,0,19.75,29.394918781044456
2019-02-27,3318,0,22.75,28.8356841470765
2019-02-28,3967,0,21.5,28.80070162171243
2019-03-01,4257,0,26.25,30.199690705504615
2019-03-02,3828,0,24.0,46.76139846743295
2019-03-03,3937,0,23.75,55.50371264075865
2019-03-04,3267,1,24.0,46.60818283848587
2019-03-05,4319,0,24.0,55.73104885390143
2019-03-06,5217,0,27.0,29.820420420420437
2019-03-07,4076,1,28.75,29.826373895976495
2019-03-08,5926,0,21.0,29.566616042299398
2019-03-09,5234,0,19.25,46.55869634441469
2019-03-10,4894,0,21.25,53.812859283476335
2019-03-11,6801,0,21.75,28.06219918639417
2019-03-12,4952,1,21.25,28.948222940226124
2019-03-13,7604,0,22.0,29.68512624934245
2019-03-14,7988,0,22.5,28.276813136371153
2019-03-15,7483,1,22.75,28.168288119738012
2019-03-16,6210,1,24.25,43.12855877616737
2019-03-17,5096,0,25.0,53.51666666666684
2019-03-18,8005,0,26.75,29.045708931917613
2019-03-19,7759,0,20.25,26.177593762082715
2019-03-20,8360,0,18.5,28.93662480063797
2019-03-21,8291,0,17.75,27.746339404173234
2019-03-22,8223,0,20.25,29.01131379464102
2019-03-23,6193,0,22.5,47.16862317670484
2019-03-24,5292,0,20.0,51.82419690098263
2019-03-25,8007,0,18.25,26.61513259231519
2019-03-26,8656,0,19.25,26.55570124768942
2019-03-27,8268,0,19.5,27.58167029511377
2019-03-28,7912,0,21.5,27.37645138186723
2019-03-29,8538,0,22.5,27.917392832045046
2019-03-30,6602,0,25.25,46.99109360799743
2019-03-31,5668,0,25.25,56.191055045871664
2019-04-01,9275,0,23.0,28.279755615453677
2019-04-02,6364,0,28.0,52.65151372302562
2019-04-03,9008,0,21.25,26.95292147720549
2019-04-04,8042,0,24.5,26.154064080245377
2019-04-05,8998,0,19.0,27.935383788990094
2019-04-06,6338,0,19.5,45.733272851583166
2019-04-07,5811,0,20.75,54.52157402627182
2019-04-08,8970,0,21.75,27.487718320327083
2019-04-09,8850,0,23.5,27.439210922787176
2019-04-10,8926,1,23.75,25.8863750093359
2019-04-11,7787,1,18.5,26.515040023971615
2019-04-12,9177,0,17.75,27.87544586102942
2019-04-13,6442,0,22.0,46.94527320707829
2019-04-14,5413,0,23.0,50.86027464745364
2019-04-15,8509,0,19.75,26.6637148901164
2019-04-16,8616,0,18.5,27.01912527081412
2019-04-17,9023,0,21.75,27.874199268536007
2019-04-18,7154,0,21.75,40.67026838132495
2019-04-19,5357,0,24.0,53.631062161657695
2019-04-20,5693,0,20.75,51.556630950289964
2019-04-21,4811,0,18.0,52.620269521236054
2019-04-22,7843,0,17.75,27.62795486421005
2019-04-23,7925,0,17.25,26.712262881177633
2019-04-24,7420,0,18.5,27.87656334231815
2019-04-25,8049,0,19.5,25.88851203047999
2019-04-26,3349,1,18.25,25.234716830894804
2019-04-27,4376,1,18.75,42.90861517367443
2019-04-28,4663,0,20.5,51.27999499606832
2019-04-29,6918,0,21.25,29.113833477883805
2019-04-30,5941,0,16.75,34.75030297929635
2019-05-01,3720,0,18.0,55.50847222222209
2019-05-02,6347,0,20.75,27.588438107242283
2019-05-03,6417,0,23.0,29.65708274894807
2019-05-04,5076,0,19.25,43.4180227213029
2019-05-05,3265,1,19.0,36.31683001531391
2019-05-06,7032,0,18.0,26.39602294273788
2019-05-07,7535,0,16.25,26.882158814421576
2019-05-08,11001,1,17.75,27.241814380510778
2019-05-09,8935,1,18.5,28.089807871665688
2019-05-10,13757,1,17.5,29.830384531511186
2019-05-11,14634,0,17.25,40.178422395334984
2019-05-12,13670,0,18.5,43.50121555718108
2019-05-13,17679,0,20.25,25.063404792880398
2019-05-14,17812,0,15.25,23.762427951193878
2019-05-15,20691,0,17.25,24.151616644918153
2019-05-16,20496,0,19.25,24.97574242128538
2019-05-17,17011,0,20.0,29.280729136049118
2019-05-18,18522,0,21.0,38.176300255552086
2019-05-19,15709,0,16.5,38.845650051987455
2019-05-20,17287,0,16.25,24.162068799290434
2019-05-21,22653,0,15.5,26.798563104224534
2019-05-22,26576,0,15.5,25.350127934978797
2019-05-23,26738,0,15.0,25.681113645996856
2019-05-24,26649,0,16.75,27.133031258208515
2019-05-25,27116,0,15.75,38.549646580124964
2019-05-26,27169,0,16.75,39.48020476768873
2019-05-27,32372,0,16.75,27.66030417233035
2019-05-28,34942,0,15.5,27.342253353175796
2019-05-29,31541,0,13.0,33.41262483751326
2019-05-30,26280,0,13.0,24.731488457635546
2019-05-31,26889,0,14.5,27.926308155751418
2019-06-01,25475,0,16.25,37.15518155053969
2019-06-02,25224,0,17.25,43.65924185960442
2019-06-03,28772,0,17.25,27.27197796468775
2019-06-04,28988,0,16.5,27.979090773193363
2019-06-05,26200,0,16.75,26.549347964376697
2019-06-06,26967,0,17.5,26.530483553973333
2019-06-07,28014,0,17.0,27.879421003783904
2019-06-08,27074,0,16.25,38.30034411858856
2019-06-09,24564,0,16.25,43.31081664224067
2019-06-10,30484,0,17.75,25.16515822507979
2019-06-11,29446,1,16.0,24.551439357920756
2019-06-12,31621,1,20.0,26.22397035725194
2019-06-13,22426,1,19.0,24.087484764707597
2019-06-14,33276,1,16.25,24.825303522057894
2019-06-15,11589,1,13.5,29.23490954065631
2019-06-16,6337,1,16.5,32.22952501183527
2019-06-17,5923,1,16.0,29.807895773538167
2019-06-18,20239,1,13.5,27.772454996129362
2019-06-19,28355,0,15.0,27.14881208487634
2019-06-20,24058,0,14.0,37.242423171779436
2019-06-21,33567,0,14.75,25.64919961072856
2019-06-22,29957,0,16.75,34.14051529414374
2019-06-23,26017,0,19.25,32.840127608871356
2019-06-24,32678,0,15.5,22.913875288165425
2019-06-25,30269,0,12.0,23.281415529639794
2019-06-26,29319,0,11.25,24.174609752492785
2019-06-27,32319,0,12.75,24.818883113132692
2019-06-28,29035,1,13.75,23.01901555593796
2019-06-29,18580,1,13.75,29.58233225690723
2019-06-30,19279,0,10.75,33.936289053720024
2019-07-01,27337,0,10.25,24.116454500005887
2019-07-02,29803,0,12.5,23.98421859096973
2019-07-03,27170,0,10.0,23.466650104281726
2019-07-04,24415,0,8.25,23.51394634446043
2019-07-05,22793,0,8.0,24.81426461340457
2019-07-06,19924,0,9.5,31.568963728836
2019-07-07,18040,0,10.0,36.656268477457445
2019-07-08,24336,0,11.25,33.42019984111321
2019-07-09,25211,0,12.75,37.198755173006596
2019-07-10,32889,0,14.0,24.14339140746144
2019-07-11,29250,1,14.25,23.435355555555685
2019-07-12,28793,1,15.75,24.672648444645336
2019-07-13,26218,0,11.0,32.94148867190492
2019-07-14,23468,0,11.0,36.61116058746654
2019-07-15,34184,0,14.25,23.627537736953222
2019-07-16,32595,0,13.0,24.86588945134727
2019-07-17,41431,0,14.0,24.325202143322528
2019-07-18,31625,1,13.75,24.600176548089575
2019-07-19,32461,0,15.0,26.081843853650113
2019-07-20,26557,0,16.0,32.86748126670956
2019-07-21,18976,1,22.0,37.64707700955605
2019-07-22,30427,0,14.25,25.63149998356698
2019-07-23,30412,0,11.5,24.199835591214
2019-07-24,30704,0,12.0,26.083549374674313
2019-07-25,17641,1,11.5,22.933901139391157
2019-07-26,21659,1,13.0,23.715583975868352
2019-07-27,25505,0,14.0,37.00799255048006
2019-07-28,22373,0,13.5,40.18571045456562
2019-07-29,29430,0,13.75,25.799791029561923
2019-07-30,30218,0,13.75,26.234797692324673
2019-07-31,29507,0,16.75,27.26036703155194
2019-08-01,24253,0,15.25,27.46980648442112
2019-08-02,24692,0,13.0,28.067137129434688
2019-08-03,20842,0,14.25,40.29337155743201
2019-08-04,16940,0,14.0,45.714068280204636
2019-08-05,25748,0,14.75,26.432534565791627
2019-08-06,28196,0,16.5,27.237181987988727
2019-08-07,27188,0,14.5,25.656253371585496
2019-08-08,26164,0,12.5,25.02743082097539
2019-08-09,12914,1,10.0,27.375424603789295
2019-08-10,20672,0,13.25,40.65670310887499
2019-08-11,18864,0,13.75,42.50392635001425
2019-08-12,23529,0,12.25,25.116250159377724
2019-08-13,23292,0,8.75,24.791177228232847
2019-08-14,21869,0,9.25,25.21500830704042
2019-08-15,23676,0,12.0,26.765453060764766
2019-08-16,23558,0,15.5,28.989522313722293
2019-08-17,14519,1,17.25,38.81231489772029
2019-08-18,13162,0,11.5,43.06676163703601
2019-08-19,14496,0,7.5,35.273962932303164
2019-08-20,20404,0,8.75,25.30308272887685
2019-08-21,21240,0,10.0,26.22255021971112
2019-08-22,22311,0,11.0,26.56380559664147
2019-08-23,24092,0,13.0,28.211425646134185
2019-08-24,18983,0,14.5,40.0329970675517
2019-08-25,15380,0,14.75,48.039548114434226
2019-08-26,24081,0,17.25,27.457098265575965
2019-08-27,24140,0,18.0,28.532365368682584
2019-08-28,25138,0,20.25,28.128187074018157
2019-08-29,24747,0,21.0,27.026446976737947
2019-08-30,25227,0,15.5,27.56092083878391
2019-08-31,18740,0,16.5,42.754850586979416
2019-09-01,13895,0,13.25,45.904851865179175
2019-09-02,20565,0,12.75,25.742617716184434
2019-09-03,21476,0,11.0,25.6937837586144
2019-09-04,21459,0,10.5,26.824584867266307
2019-09-05,21041,0,10.0,25.377405224720103
2019-09-06,23070,0,13.25,27.451887732986677
2019-09-07,18184,0,15.75,39.28049017451263
2019-09-08,13005,0,15.0,47.592431116237094
2019-09-09,10157,1,13.75,25.19093072101342
2019-09-10,21061,0,14.0,26.54860247218405
2019-09-11,20611,0,13.75,27.443145246066162
2019-09-12,20888,0,14.75,27.763939422954213
2019-09-13,19787,0,14.0,28.46947575007148
2019-09-14,15332,0,16.0,43.906204887381456
2019-09-15,12697,0,16.75,51.424024047675566
2019-09-16,16116,0,17.25,30.60589372879953
2019-09-17,14216,0,19.25,33.72125070343276
2019-09-18,16827,0,17.0,29.629913234682377
2019-09-19,22779,0,17.5,27.417980742496592
2019-09-20,22837,0,17.25,30.30091883055278
2019-09-21,19552,0,20.25,45.79840510774708
2019-09-22,16580,0,14.5,51.54000301568135
2019-09-23,25333,0,16.0,27.40024474006235
2019-09-24,26382,0,18.5,29.27613777070229
2019-09-25,25954,0,25.0,29.56534381341324
2019-09-26,11819,0,20.0,30.139820063739037
2019-09-27,29043,0,16.25,29.03981051085198
2019-09-28,22178,0,18.0,44.98059864129608
2019-09-29,17770,0,21.0,55.30544550740956
2019-09-30,21601,1,22.75,27.64722852337096
2019-10-01,19094,1,15.5,24.903268042316938
2019-10-02,24313,0,15.75,25.941649871810608
2019-10-03,23383,1,12.75,24.971359534704757
2019-10-04,14928,1,14.25,25.512347043586992
2019-10-05,21975,1,17.0,42.84436632536992
2019-10-06,17614,0,17.5,50.39340392112334
2019-10-07,25549,0,22.0,29.059131472856254
2019-10-08,27843,0,23.75,28.92723724694435
2019-10-09,25258,1,21.25,26.811118589489805
2019-10-10,28328,0,23.0,27.918288148357036
2019-10-11,18262,1,21.5,28.984948709524208
2019-10-12,12131,1,19.75,39.47599400983716
2019-10-13,15577,0,18.75,48.73619010934916
2019-10-14,17058,0,12.0,35.25310606948829
2019-10-15,15241,1,13.25,24.553615248343203
2019-10-16,20233,1,15.25,25.851770210382305
2019-10-17,11557,1,17.0,28.01135098497286
2019-10-18,25548,0,21.25,30.751092062001103
2019-10-19,17148,0,19.0,45.866247764559525
2019-10-20,13562,0,15.75,40.46936661259402
2019-10-21,22114,1,16.5,27.566320731964563
2019-10-22,22842,0,20.0,28.902302775588865
2019-10-23,24404,0,19.75,28.360354176910825
2019-10-24,23632,0,23.0,29.281025727826833
2019-10-25,23955,0,25.75,31.93342308495101
2019-10-26,16575,0,25.0,46.34104876822511
2019-10-27,13967,0,23.5,46.691489463258755
2019-10-28,18300,1,20.75,26.932225865209347
2019-10-29,22640,0,18.0,28.002205535924773
2019-10-30,22974,0,20.25,27.446551173790688
2019-10-31,18589,0,20.25,28.933509064500594
2019-11-03,14328,0,19.5,49.53689512376715
2019-11-04,15095,1,21.5,26.425428949983463
2019-11-05,21961,0,21.75,29.840937722932868
2019-11-06,22572,0,23.75,28.24694828400986
2019-11-07,22559,0,26.75,29.21170634041116
2019-11-08,22480,0,19.75,31.4843446026099
2019-11-09,16547,1,21.75,44.351116012973
2019-11-10,11676,0,21.0,54.20262789768225
2019-11-11,18641,0,22.25,29.00186506446356
2019-11-12,20675,0,23.0,29.011555018137848
2019-11-13,19535,0,25.25,30.627464380172366
2019-11-14,18800,0,27.75,30.876126773049627
2019-11-15,19579,0,24.75,31.790906072833096
2019-11-16,12336,0,23.5,45.453914018590524
2019-11-17,11152,0,26.0,60.237473098995764
2019-11-18,9351,0,27.5,53.110612055751496
2019-11-19,10883,0,26.0,37.334521731140384
2019-11-20,15513,0,29.25,33.68752121876278
2019-11-21,16400,0,26.75,31.060837398374204
2019-11-22,17484,1,23.5,32.53947609242725
2019-11-23,13537,0,19.5,47.61038019255857
2019-11-24,10552,0,22.5,58.988517184735805
2019-11-25,12279,1,20.25,29.767897765833336
2019-11-26,17478,0,22.75,30.94188789716604
2019-11-27,17364,0,25.25,31.715997657989533
2019-11-28,18742,0,25.75,32.300983530750926
2019-11-29,17016,0,26.0,31.975195894060505
2019-11-30,11987,0,26.5,49.49554378354299
2019-12-01,9713,0,22.75,61.29464978207901
2019-12-02,14937,0,22.75,33.27642431545829
2019-12-03,14693,0,22.75,29.419606842260503
2019-12-04,15300,0,22.75,30.984232026144024
2019-12-05,16726,0,21.5,32.43268962493525
2019-12-06,16581,0,25.5,33.56595500874504
2019-12-07,10725,0,22.5,49.63111421911426
2019-12-08,8534,0,27.0,56.284432856808
2019-12-09,12570,0,28.5,32.54965393794751
2019-12-10,12371,0,32.5,33.46523455392979
2019-12-11,12050,0,31.25,31.113929460580824
2019-12-12,14155,0,24.25,32.83090780642889
2019-12-13,14132,0,21.5,34.66840385885472
2019-12-14,9253,0,25.5,50.91134226737242
2019-12-15,6885,1,21.75,52.46221496005808
2019-12-16,12325,1,23.75,33.36277079107504
2019-12-17,13008,0,24.0,34.60279699671995
2019-12-18,13245,0,27.5,34.40517805461175
2019-12-19,11798,0,28.25,33.5976464937559
2019-12-20,8316,1,23.5,34.697122013788636
2019-12-21,11258,0,21.25,43.17812518505355
2019-12-22,7539,0,22.75,60.14291683247119
2019-12-23,10803,0,26.0,35.13233978215948
2019-12-24,8772,0,28.0,38.967430460556386
2019-12-25,3828,1,22.75,50.113723441309595
2019-12-26,9017,1,23.0,33.18980814017971
2019-12-27,11533,1,26.5,35.8587993872656
2019-12-28,8436,0,28.0,48.41170183341231
2019-12-29,6572,0,27.75,58.51331913166982
2019-12-30,4922,1,25.25,33.538324529324086
2019-12-31,8559,1,26.25,42.01767924601788
2020-01-01,3281,0,24.0,53.362506349690044
2020-01-02,5320,0,23.75,32.401557017543844
2020-01-03,6349,0,24.5,32.235055389300086
2020-01-04,5142,0,25.75,47.064498249708386
2020-01-05,4320,0,26.75,56.238873456790074
2020-01-06,6189,0,25.25,30.33274088436475
2020-01-07,6738,0,27.0,30.900709904026883
2020-01-08,6041,0,27.75,30.43151796060247
2020-01-09,6268,0,27.5,29.917833971495373
2020-01-10,5743,0,26.5,34.14864762899757
2020-01-11,4326,0,27.5,49.25028124518413
2020-01-12,3274,0,27.0,58.15385359397273
2020-01-13,5181,0,25.25,31.630679405520095
2020-01-14,5113,0,26.5,31.1374437707803
2020-01-15,4289,1,26.25,33.30606201911875
2020-01-16,5948,0,23.25,30.27009358888147
2020-01-17,5936,0,23.25,32.64091700359386
2020-01-18,4191,0,26.25,50.107289429730514
2020-01-19,3210,0,28.0,60.05450155763242
2020-01-20,4575,0,29.5,32.11452459016393
2020-01-21,4555,1,26.5,32.6283461397731
2020-01-22,5542,0,26.5,31.26680801154813
2020-01-23,6193,0,26.75,30.78485655848001
2020-01-24,5917,0,29.5,30.918489099205715
2020-01-25,4259,0,31.5,49.83754793770044
2020-01-26,3323,0,30.5,56.59895676597438
2020-01-27,4605,0,23.0,29.405486789721316
2020-01-28,5040,0,24.75,31.610095899470842
2020-01-29,5145,0,25.0,28.3818626498218
2020-01-30,5469,0,22.25,30.858926068141532
2020-01-31,5300,0,24.0,30.92777987421393
2020-02-01,3249,0,26.5,49.0114188981225
2020-02-02,2470,0,28.75,59.490290148448125
2020-02-03,3702,0,29.75,30.951593733117214
2020-02-04,4411,0,30.0,29.589987153328803
2020-02-05,4641,1,29.0,28.739581986640832
2020-02-06,4433,0,31.0,28.669264606361352
2020-02-07,3987,1,28.0,27.48355906696761
2020-02-08,3466,1,25.5,42.04484516253126
2020-02-09,2957,0,22.75,50.87916243940925
2020-02-10,4332,0,21.25,28.913777316097246
2020-02-11,5040,0,23.25,28.45593915343902
2020-02-12,4953,0,25.0,27.695157816811406
2020-02-13,5117,0,27.0,26.538427464008887
2020-02-14,5025,0,28.0,29.198341625207295
2020-02-15,3649,0,27.75,43.09610852288305
2020-02-16,2885,0,29.75,47.70379549393412
2020-02-17,3768,0,26.5,24.25295028308556
2020-02-18,5283,0,24.0,25.242419080068217
2020-02-19,5260,0,26.0,26.06522813688221
2020-02-20,5613,0,22.25,25.316924995546028
2020-02-21,4988,0,20.25,26.336240310077507
