fecha_inicio_viaje,CANTIDAD_VIAJES,LLOVIO,TEMP,DURACION_PROMEDIO_MINUTOS
2020-02-22,2945,0,18.75,44.60209960384832
2020-02-23,2971,0,23.0,51.85595198025357
2020-02-24,2856,0,25.75,50.5647117180206
2020-02-25,2690,0,23.75,46.514021065675394
2020-02-26,3503,0,22.0,26.312965077552526
2020-02-27,3953,0,25.0,26.832313011215064
2020-02-28,4234,0,27.0,25.220036214769365
2020-02-29,2869,0,26.25,40.04388288602307
2020-03-01,2725,0,28.5,47.67559633027528
2020-03-02,3506,0,28.25,25.485115991633442
2020-03-03,3830,0,27.5,26.69128372497825
2020-03-04,4657,0,27.0,24.72665521437261
2020-03-05,4837,0,26.0,25.417555647439933
2020-03-06,4751,0,25.5,26.6320809654108
2020-03-07,3567,0,27.0,36.66030277544153
2020-03-08,2356,0,28.25,42.094623655913935
2020-03-09,2018,1,24.75,23.27278658738023
2020-03-10,2520,0,23.0,23.388743386243398
2020-03-11,920,1,22.0,21.307028985507248
2020-03-12,2996,0,24.75,23.885119047619018
2020-03-13,2983,0,26.25,25.667756173874142
2020-03-14,1168,1,24.75,30.65345319634703
2020-03-15,1673,0,21.0,42.38880255030886
2020-03-16,2548,0,20.5,26.107169021454787
2020-03-17,1457,1,24.25,25.1824754060855
2020-03-18,1609,1,21.75,28.12583385125334
2020-03-19,1539,0,22.75,29.320911847520037
2020-03-20,343,0,24.5,24.351943634596708
2020-03-21,1,0,24.5,20.383333333333333
2020-05-11,81,0,19.0,19.223045267489717
2020-05-12,473,0,14.75,21.30313601127553
2020-05-13,761,0,17.25,21.548357424441523
2020-05-14,734,0,13.0,18.33131244323341
2020-05-15,1082,0,17.25,20.66064386937769
2020-05-16,989,0,22.25,22.865503875968972
2020-05-17,898,0,21.75,22.644654788418695
2020-05-18,1384,0,17.75,20.365920038535673
2020-05-19,1549,0,19.5,20.07065848934795
2020-05-20,1278,0,20.5,19.635028690662466
2020-05-21,1066,1,16.0,18.384177611006862
2020-05-22,1193,0,15.0,20.01021234981841
2020-05-23,1063,0,14.75,24.481373471307595
2020-05-24,680,0,14.75,22.81134803921568
2020-05-25,686,0,16.5,20.47779397473277
2020-05-26,1196,0,14.75,21.110897435897474
2020-05-27,1259,0,16.0,19.830725443473668
2020-05-28,1143,0,15.75,19.61455234762324
2020-05-29,1194,0,15.75,20.07705192629813
2020-05-30,602,0,13.75,21.198117386489454
2020-05-31,589,0,11.5,25.113129598189033
2020-06-01,1041,0,11.75,19.116986871597867
2020-06-02,1304,0,11.75,19.41693507157465
2020-06-03,1739,0,12.75,18.869628138777074
2020-06-04,1777,0,12.0,18.927058713187016
2020-06-05,1490,0,14.5,19.003489932885945
2020-06-06,1193,1,16.25,19.914054205085236
2020-06-07,1236,0,15.75,21.934155879180114
2020-06-08,2188,1,15.75,21.250068555758727
2020-06-09,2665,0,15.25,20.851325828642892
2020-06-10,2820,0,14.5,21.739302600472804
2020-06-11,2893,0,14.0,21.1207397165572
2020-06-12,2985,0,17.25,20.743299832495786
2020-06-13,2219,0,11.0,22.616704221120614
2020-06-14,2238,0,10.25,26.26066428358649
2020-06-15,2439,0,12.5,22.968552685526888
2020-06-16,3461,0,17.75,21.40543677164594
2020-06-17,3296,0,20.25,20.50095570388352
2020-06-18,3018,1,18.0,20.471034901700893
2020-06-19,3134,0,14.0,19.939135290363783
2020-06-20,2337,1,13.0,22.774497218656418
2020-06-21,2361,0,15.5,22.846646901030695
2020-06-22,2783,0,13.75,19.281147442807555
2020-06-23,2276,1,14.25,18.923286467486847
2020-06-24,2781,0,14.0,18.638601222581798
2020-06-25,2867,0,11.5,19.17168933844901
2020-06-26,2865,0,12.0,19.564956369982614
2020-06-27,2583,0,12.75,21.470086462769412
2020-06-28,2362,0,10.75,22.975973751058415
2020-06-29,2141,1,12.25,17.66955472520629
2020-06-30,670,1,12.0,17.639378109452753
2020-07-01,1576,0,8.75,17.40871404399323
2020-07-02,1755,0,9.0,17.48872744539411
2020-07-03,1883,0,11.75,17.752646486103764
2020-07-04,1730,0,12.5,19.598227360308314
2020-07-05,1712,1,12.25,21.36107866043616
2020-07-06,2047,0,10.0,18.432291157791912
2020-07-07,1988,0,9.5,18.033241113346726
2020-07-08,2435,0,10.75,18.40550308008217
2020-07-09,2310,0,12.5,21.68926406926407
2020-07-10,2173,0,11.75,20.364979291302323
2020-07-11,2886,0,11.75,23.382184107184127
2020-07-12,2460,0,12.5,23.60708672086721
2020-07-13,2441,0,11.0,18.542386999863457
2020-07-14,2474,0,10.5,18.94183508488283
2020-07-15,2639,0,10.0,18.758904888215163
2020-07-16,2496,0,11.25,18.9952991452991
2020-07-17,3077,0,12.25,19.681231719207094
2020-07-18,2410,0,14.75,21.463644536652833
2020-07-19,3631,0,17.5,24.99426237032954
2020-07-20,4355,0,18.25,21.556873325679366
2020-07-21,3640,0,15.0,20.66668498168503
2020-07-22,3763,0,14.5,20.316126317654373
2020-07-23,2280,1,13.5,18.84279970760232
2020-07-24,4353,0,9.75,20.983436710314713
2020-07-25,5139,0,11.25,25.174472984367863
2020-07-26,4599,0,13.25,26.103783431180744
2020-07-27,4375,0,12.0,20.426015238095246
2020-07-28,4765,0,10.25,21.58208114725421
2020-07-29,5143,0,10.0,21.41682869920277
2020-07-30,5428,0,12.25,21.23265782363052
2020-07-31,5629,0,11.5,21.045138272043566
2020-08-01,7363,0,14.0,27.072065281361734
2020-08-02,7267,0,18.5,27.203109949084883
2020-08-03,6694,0,16.25,21.838280549746052
2020-08-04,7764,0,18.25,23.63318306714757
2020-08-05,7565,0,20.0,23.112106190790932
2020-08-06,4827,0,16.75,19.953912022650318
2020-08-07,4191,0,11.75,20.04172035313769
2020-08-08,7583,0,15.0,25.484210294958057
2020-08-09,6046,0,14.75,25.85912173337743
2020-08-10,7455,0,16.25,21.83006259780913
2020-08-11,6903,0,12.5,21.388661934424608
2020-08-12,7409,0,12.5,21.36970351374455
2020-08-13,7709,0,14.5,21.216448307173373
2020-08-14,8359,0,14.5,22.40895043266735
2020-08-15,9206,0,15.0,26.921636251719928
2020-08-16,9234,0,15.25,28.798985632806318
2020-08-17,9994,0,14.5,28.279090787806087
2020-08-18,8627,0,17.75,21.894287315018698
2020-08-19,6278,0,10.5,20.157141340129602
2020-08-20,7328,0,10.75,21.041732623726332
2020-08-21,8688,0,13.5,21.77638888888895
2020-08-22,10468,0,14.0,26.704575850210286
2020-08-23,11052,0,15.5,27.72027084087359
2020-08-24,10092,0,17.75,22.01359162372843
2020-08-25,7349,0,17.25,20.144364312604885
2020-08-26,6317,0,18.25,19.668489789456945
2020-08-27,9888,0,15.0,21.980983683926674
2020-08-28,8985,0,15.0,21.36089779261735
2020-08-29,7062,0,15.0,22.933574058340437
2020-08-30,10715,0,10.25,28.331700108881517
2020-08-31,7826,0,11.75,20.730400800749635
2020-09-01,5307,0,10.25,19.223060737390906
2020-09-02,885,1,11.25,16.917476459510354
2020-09-03,7006,0,11.5,20.605752212389362
2020-09-04,8880,0,14.0,21.198588588588663
2020-09-05,10251,0,13.0,25.85371183299197
2020-09-06,9287,0,12.0,27.567639352499892
2020-09-07,8670,0,12.75,20.90989619377155
2020-09-08,9325,0,15.75,21.27871313672926
2020-09-09,9113,0,17.0,21.405925600790145
2020-09-10,10668,0,16.75,21.546331708536513
2020-09-11,9942,0,18.0,21.556883256219546
2020-09-12,10612,0,14.0,25.724114210327897
2020-09-13,10437,0,16.75,27.988039347194277
2020-09-14,9080,0,14.75,21.10434104258436
2020-09-15,8590,0,14.0,20.405642219635237
2020-09-16,9663,0,15.25,21.643225016385585
2020-09-17,10410,0,21.5,21.94884085814918
2020-09-18,11117,0,18.5,22.182483283859575
2020-09-19,10781,0,14.5,25.51476826515784
2020-09-20,10348,0,17.0,27.1104641798737
2020-09-21,9539,0,13.5,21.312092462522305
2020-09-22,9861,0,14.75,21.09226751850726
2020-09-23,10919,0,17.75,21.430819366852937
2020-09-24,11254,0,17.25,20.998556068953228
2020-09-25,6961,1,17.0,19.296427716324278
2020-09-26,5734,1,17.5,23.04321299848853
2020-09-27,5463,1,16.25,23.01578802855573
2020-09-28,10509,0,19.5,22.26909791607197
2020-09-29,9818,0,19.0,21.890315407075455
2020-09-30,10919,0,20.5,22.137860609945914
2020-10-01,10036,0,19.75,20.71149362295736
2020-10-02,9867,0,14.0,20.706192358366305
2020-10-03,8175,0,11.0,22.859100917431242
2020-10-04,7025,0,13.5,22.982669039145954
2020-10-05,9529,1,15.75,20.19065484311053
2020-10-06,11099,0,16.25,20.807338498963816
2020-10-07,12264,0,21.25,21.326466351380773
2020-10-08,11983,0,18.25,20.94021947759322
2020-10-09,12431,0,21.25,21.410229801839545
2020-10-10,11799,0,17.75,25.50219651382882
2020-10-11,10489,0,18.5,25.262195315727627
2020-10-12,12485,0,18.0,26.569110933119845
2020-10-13,11587,0,19.0,20.892793648053885
2020-10-14,12435,0,21.5,21.094818388955968
2020-10-15,11901,0,17.5,20.233488782455208
2020-10-16,12817,0,20.25,21.589376089048322
2020-10-17,10767,1,21.25,23.160996563573836
2020-10-18,10496,0,24.75,24.346122332317055
2020-10-19,7583,0,23.75,18.738643456855268
2020-10-20,6595,1,15.25,19.90519080111197
2020-10-21,7081,0,16.0,18.595664454173107
2020-10-22,5048,1,16.0,19.349478341257225
2020-10-23,11481,0,19.5,20.940317335888214
2020-10-24,12443,0,19.5,24.470636770339542
2020-10-25,5288,1,20.5,21.341840015128565
2020-10-26,11556,0,20.25,21.09445454021008
2020-10-27,11972,0,18.25,21.0887612763114
2020-10-28,9564,0,19.0,19.256303150703975
2020-10-29,10448,0,15.75,20.252426301684462
2020-10-30,11689,0,15.5,20.596884535318157
2020-10-31,11873,0,18.0,24.298469917740498
2020-11-01,10604,0,19.75,26.80444014837171
2020-11-02,11207,0,20.0,20.29771571339344
2020-11-03,11634,0,19.75,20.69027133115576
2020-11-04,12172,0,21.0,20.46312027604336
2020-11-05,12234,0,20.75,20.242986758214844
2020-11-06,12497,0,21.5,20.962707049691943
2020-11-07,12205,0,21.5,23.85529291274071
2020-11-08,10280,0,21.75,26.15663586251627
2020-11-09,10621,0,20.5,19.821956501271046
2020-11-10,11947,0,21.25,20.521397282441892
2020-11-11,11981,0,21.5,20.724754472359006
2020-11-12,12219,0,21.0,20.467141337261644
2020-11-13,12280,0,22.0,20.612514929424496
2020-11-14,10672,0,23.0,22.55551286856574
2020-11-15,10707,0,22.75,25.86281093365713
2020-11-16,11318,0,22.0,20.4695411439005
2020-11-17,11875,0,23.75,20.66365894736838
2020-11-18,11044,0,24.25,20.000716829651108
2020-11-19,11561,0,20.75,20.61149554536812
2020-11-20,11579,0,21.5,20.26547773267695
2020-11-21,10932,0,23.75,23.535673557750915
2020-11-22,9912,0,24.5,25.920814837234225
2020-11-23,10046,0,26.75,24.0914061981552
2020-11-24,8263,1,27.5,19.04692000484093
2020-11-25,8870,1,23.75,20.223359639233458
2020-11-26,11269,0,24.0,20.378770668796328
2020-11-27,11642,0,24.0,20.465641642329526
2020-11-28,7500,1,23.5,21.549177777777803
2020-11-29,9112,0,28.25,24.349054360550234
2020-11-30,10443,0,20.25,19.851696511219657
2020-12-01,10857,0,23.5,19.974498787264668
2020-12-02,7590,1,23.75,18.61895915678523
2020-12-03,11070,0,24.0,20.46284853959652
2020-12-04,11106,0,21.5,20.012694339395964
2020-12-05,10266,0,18.25,22.12954087927783
2020-12-06,10225,0,20.25,24.133409942950294
2020-12-07,10815,0,22.75,23.258734781938738
2020-12-08,10847,0,23.25,22.667699210227166
2020-12-09,11218,0,27.5,20.082284423842736
2020-12-10,11352,0,29.75,19.87816684284705
2020-12-11,10817,0,27.0,19.583498197282033
2020-12-12,10950,0,25.75,21.521598173515983
2020-12-13,9008,1,23.5,22.786523090586144
2020-12-14,11464,0,24.5,19.6982423237963
2020-12-15,10939,0,21.0,19.23997318462991
2020-12-16,11505,0,22.5,19.78480370853245
2020-12-17,11056,0,25.5,19.649868849493508
2020-12-18,10645,0,28.75,19.398099264130256
2020-12-19,8866,0,25.25,20.452983307015543
2020-12-20,8722,0,21.25,21.996216464113918
2020-12-21,11136,0,21.5,19.746367636494284
2020-12-22,10494,0,25.75,20.12543358109401
2020-12-23,9663,0,27.5,19.405772879367927
2020-12-24,6205,0,27.75,19.029049153908172
2020-12-25,5921,0,26.0,21.96010246016995
2020-12-26,8181,0,27.0,21.743077455893726
2020-12-27,8926,0,25.75,22.806537082679863
2020-12-28,10118,0,27.5,19.27190815049088
2020-12-29,9802,0,27.5,19.23476161327614
2020-12-30,8623,0,26.5,19.63133286945757
2020-12-31,6225,0,25.5,19.227386880856773
2021-01-01,5809,0,28.25,22.72545475411722
2021-01-02,7360,0,28.75,21.93441123188404
2021-01-03,8059,0,27.5,22.62170451255321
2021-01-04,8651,0,26.5,19.158180171849143
2021-01-05,8121,0,26.0,18.780300045150412
2021-01-06,10135,0,24.5,19.566314750863317
2021-01-07,10355,0,28.5,19.73954933204566
2021-01-08,8943,0,27.0,19.944781765999448
2021-01-09,9009,0,24.25,21.909092759092747
2021-01-10,8531,0,27.25,23.557308639080873
2021-01-11,6272,1,24.0,19.01831154336732
2021-01-12,10071,0,22.5,19.983862906695816
2021-01-13,10384,0,23.25,19.782794042116013
2021-01-14,10399,0,24.25,19.921947623168858
2021-01-15,7057,1,22.5,18.11110953663033
2021-01-16,8180,0,27.25,21.218763243683828
2021-01-17,9163,0,23.25,24.19216595729202
2021-01-18,10816,0,25.25,19.621972078402397
2021-01-19,10467,0,28.0,19.613166778128118
2021-01-20,10554,0,27.75,19.698067083570255
2021-01-21,10696,0,26.75,19.612179007728592
2021-01-22,10577,0,28.0,19.596568024959804
2021-01-23,8436,0,29.5,21.155243401295998
2021-01-24,7700,0,30.0,22.198963203463247
2021-01-25,9518,0,30.75,18.90647369895642
2021-01-26,10041,0,31.0,19.117066693224423
2021-01-27,11116,0,29.0,19.41671764423643
2021-01-28,8556,0,25.0,18.662067554932143
2021-01-29,9341,1,25.25,19.662314884202214
2021-01-30,4731,1,22.0,18.311713520749645
2021-01-31,4939,1,19.75,19.88471687926035
2021-02-01,6188,1,21.25,18.60608705020468
2021-02-02,10582,0,23.75,19.32499527499529
2021-02-03,10875,1,23.75,18.816073563218513
2021-02-04,12174,0,25.75,19.722853348666604
2021-02-05,11832,0,23.25,19.721589756592284
2021-02-06,10422,0,26.5,21.721574553828564
2021-02-07,9678,0,27.0,23.07731108355728
2021-02-08,10300,0,23.0,18.492957928802593
2021-02-09,10555,0,22.25,18.744394441812673
2021-02-10,10457,1,23.25,19.591772656274877
2021-02-11,9740,0,23.0,18.352960301163602
2021-02-12,11048,1,24.0,19.323527636978092
2021-02-13,9049,1,24.5,20.88583084687079
2021-02-14,8310,1,25.25,23.51134175691944
2021-02-15,11195,0,25.25,23.2965341670389
2021-02-16,10776,0,23.0,21.822636723583226
2021-02-17,12641,0,24.5,18.923336761332177
2021-02-18,13199,0,26.25,19.243720483875133
2021-02-19,13008,0,27.25,19.085895858958544
2021-02-20,11995,0,23.25,21.693166597193354
2021-02-21,11347,0,26.0,23.306636115272756
2021-02-22,8340,1,25.0,18.395087929656228
2021-02-23,13568,0,24.25,19.610403154481112
2021-02-24,13531,0,27.75,19.205819968960114
2021-02-25,12775,0,27.25,19.14716764514025
2021-02-26,12767,0,27.0,19.380460040207872
2021-02-27,11827,0,26.5,21.33322059693914
2021-02-28,10958,0,26.5,23.006112733467173
2021-03-01,13143,0,26.5,18.964037890892534
2021-03-02,13258,0,26.5,19.107548901292397
2021-03-03,13552,0,26.75,19.053088105076824
2021-03-04,13577,0,26.0,18.958685031057385
2021-03-05,13899,0,23.75,19.1226335227954
2021-03-06,12278,0,22.25,21.59345305967313
2021-03-07,11492,0,24.75,22.71452314653667
2021-03-08,13378,0,28.25,18.568195295759185
2021-03-09,13903,0,22.5,18.94890311443579
2021-03-10,13375,0,24.75,18.917938940809993
2021-03-11,11942,0,28.0,18.925949031429653
2021-03-12,12397,0,25.0,19.122227151730304
2021-03-13,3875,0,24.0,25.61355268817205
2021-03-14,2679,0,25.5,27.75276844593757
2021-03-15,9963,0,24.0,18.00590518250864
2021-03-16,8397,1,23.25,17.395694891032523
2021-03-17,9030,1,20.0,18.01798080472507
2021-03-18,10751,0,17.5,18.715459027067205
2021-03-19,10508,0,20.25,18.536239055957328
2021-03-20,1709,1,20.25,22.216803198751695
2021-03-21,3383,0,20.75,28.53834367918018
2021-03-22,10470,0,21.25,18.299848774275716
2021-03-23,11578,0,22.0,18.714412391316923
2021-03-24,6254,0,23.75,24.645389617311597
2021-03-25,3278,1,21.5,17.066412446613818
2021-03-26,9729,0,22.25,18.414528728543555
2021-03-27,2815,1,21.75,24.893534635879174
2021-03-28,3276,0,21.0,28.678256003256013
2021-03-29,10388,0,22.0,18.65767391862404
2021-03-30,10656,0,20.75,19.323157532532516
2021-03-31,10793,0,21.0,18.746026745730205
2021-04-01,7847,0,21.0,20.469051866955567
2021-04-02,4163,0,21.75,29.727187925374302
2021-04-03,3751,0,21.75,28.939193992713086
2021-04-04,2808,0,22.0,30.47784900284895
2021-04-05,9921,0,24.0,18.63374659812517
2021-04-06,10348,0,24.25,18.896445367864953
2021-04-07,10419,0,25.5,18.935823975429496
2021-04-08,8192,1,24.75,18.385042317708457
2021-04-09,6479,1,22.25,18.335977774347917
2021-04-10,1483,1,22.0,22.802472465722655
2021-04-11,2678,1,20.75,27.78772715957173
2021-04-12,9660,0,21.0,19.341023119392734
2021-04-13,10231,0,20.75,19.267430684521
2021-04-14,10672,0,21.75,19.266999312843627
2021-04-15,10396,0,22.5,19.388772925484037
2021-04-16,9204,0,21.75,20.015245183253686
2021-04-17,5199,0,22.0,27.990696928896504
2021-04-18,3363,0,21.0,29.788090990187357
2021-04-19,8758,0,22.0,19.503703280809948
2021-04-20,10151,0,22.5,19.910117229829552
2021-04-21,9948,0,22.25,19.57589632756997
2021-04-22,9707,0,22.0,19.235124137220467
2021-04-23,9476,1,23.0,19.56186858027301
2021-04-24,3575,0,20.0,27.030965034965117
2021-04-25,3598,0,18.0,30.98921623123953
2021-04-26,9332,0,18.25,19.04432418916984
2021-04-27,9707,0,18.5,19.49268225679059
2021-04-28,9939,0,20.0,19.53706945702115
2021-04-29,9864,0,20.0,19.9687702757502
2021-04-30,9703,0,20.5,20.013999106805446
2021-05-01,4657,0,21.5,31.178519790995583
2021-05-02,4172,0,22.0,31.78520693512307
2021-05-03,6524,1,21.5,18.24159002656863
2021-05-04,8335,0,16.0,19.25188962207558
2021-05-05,8357,0,13.5,19.00613856647124
2021-05-06,8442,0,15.5,19.37483613677649
2021-05-07,8796,0,14.75,19.487812642110043
2021-05-08,3954,0,15.75,27.829805260495732
2021-05-09,3115,0,15.75,29.32796682718032
2021-05-10,8593,0,16.25,18.726552620349906
2021-05-11,8531,0,14.75,19.10963349353341
2021-05-12,8790,0,15.5,19.01771710276836
2021-05-13,8999,0,15.25,18.978656887802394
2021-05-14,9382,0,15.0,19.928689689476233
2021-05-15,4364,0,15.25,27.012431255728643
2021-05-16,3220,0,16.0,29.597500000000085
2021-05-17,8405,0,15.0,18.89677374578625
2021-05-18,8903,0,13.75,19.141740611778825
2021-05-19,8726,0,14.75,18.507292382916898
2021-05-20,8307,0,15.5,18.872926447574347
2021-05-21,2537,1,14.75,16.909157797924067
2021-05-22,567,1,14.5,20.203439153439135
2021-05-23,1507,1,13.75,27.541517363415174
2021-05-24,3370,0,15.0,32.10668150346192
2021-05-25,3631,0,15.75,32.623349857706785
2021-05-26,6374,0,16.5,19.73999843112641
2021-05-27,7109,0,17.5,20.945144652318685
2021-05-28,7421,0,18.75,20.299070206171617
2021-05-29,3313,0,13.0,29.76734580943757
2021-05-30,3581,0,12.5,33.850809829656484
2021-05-31,7894,0,16.25,19.550755848323593
2021-06-01,4789,0,17.5,20.404489455001062
2021-06-02,4247,0,15.5,16.756349580095733
